,exp18,exp5,1.6941,0.001,0.9048,2.4834,TRUE
,exp18,exp6,0.4381,0.9,-0.3512,1.2273,FALSE
,exp18,exp7,-0.0806,0.9,-0.8699,0.7086,FALSE
,exp18,exp8,2.6789,0.001,1.8897,3.4682,TRUE
,exp18,exp9,2.9399,0.001,2.1507,3.7292,TRUE
,exp19,exp2,-0.2678,0.9,-1.057,0.5215,FALSE
,exp19,exp20,-0.2399,0.9,-1.0292,0.5494,FALSE
,exp19,exp21,-0.188,0.9,-0.9772,0.6013,FALSE
,exp19,exp22,-0.0199,0.9,-0.8091,0.7694,FALSE
,exp19,exp23,-0.22,0.9,-1.0092,0.5693,FALSE
,exp19,exp24,18.3033,0.001,17.5141,19.0926,TRUE
,exp19,exp3,-0.1183,0.9,-0.9076,0.6709,FALSE
,exp19,exp4,0.0437,0.9,-0.7456,0.833,FALSE
,exp19,exp5,1.6317,0.001,0.8424,2.4209,TRUE
,exp19,exp6,0.3756,0.9,-0.4136,1.1649,FALSE
,exp19,exp7,-0.143,0.9,-0.9323,0.6462,FALSE
,exp19,exp8,2.6165,0.001,1.8272,3.4058,TRUE
,exp19,exp9,2.8775,0.001,2.0882,3.6668,TRUE
,exp2,exp20,0.0279,0.9,-0.7614,0.8171,FALSE
,exp2,exp21,0.0798,0.9,-0.7094,0.8691,FALSE
,exp2,exp22,0.2479,0.9,-0.5413,1.0372,FALSE
,exp2,exp23,0.0478,0.9,-0.7414,0.8371,FALSE
,exp2,exp24,18.5711,0.001,17.7818,19.3604,TRUE
,exp2,exp3,0.1494,0.9,-0.6398,0.9387,FALSE
,exp2,exp4,0.3115,0.9,-0.4778,1.1007,FALSE
,exp2,exp5,1.8995,0.001,1.1102,2.6887,TRUE
,exp2,exp6,0.6434,0.3144,-0.1458,1.4327,FALSE
,exp2,exp7,0.1247,0.9,-0.6645,0.914,FALSE
,exp2,exp8,2.8843,0.001,2.095,3.6735,TRUE
,exp2,exp9,3.1453,0.001,2.356,3.9345,TRUE
,exp20,exp21,0.0519,0.9,-0.7373,0.8412,FALSE
,exp20,exp22,0.22,0.9,-0.5692,1.0093,FALSE
,exp20,exp23,0.0199,0.9,-0.7693,0.8092,FALSE
,exp20,exp24,18.5432,0.001,17.7539,19.3325,TRUE
,exp20,exp3,0.1216,0.9,-0.6677,0.9108,FALSE
,exp20,exp4,0.2836,0.9,-0.5057,1.0729,FALSE
,exp20,exp5,1.8716,0.001,1.0823,2.6608,TRUE
,exp20,exp6,0.6155,0.4104,-0.1737,1.4048,FALSE
,exp20,exp7,0.0968,0.9,-0.6924,0.8861,FALSE
,exp20,exp8,2.8564,0.001,2.0671,3.6457,TRUE
,exp20,exp9,3.1174,0.001,2.3281,3.9067,TRUE
,exp21,exp22,0.1681,0.9,-0.6212,0.9574,FALSE
,exp21,exp23,-0.032,0.9,-0.8213,0.7572,FALSE
,exp21,exp24,18.4913,0.001,17.702,19.2805,TRUE
,exp21,exp3,0.0696,0.9,-0.7196,0.8589,FALSE
,exp21,exp4,0.2317,0.9,-0.5576,1.0209,FALSE
,exp21,exp5,1.8196,0.001,1.0304,2.6089,TRUE
,exp21,exp6,0.5636,0.5785,-0.2257,1.3529,FALSE
,exp21,exp7,0.0449,0.9,-0.7443,0.8342,FALSE
,exp21,exp8,2.8045,0.001,2.0152,3.5937,TRUE
,exp21,exp9,3.0655,0.001,2.2762,3.8547,TRUE
,exp22,exp23,-0.2001,0.9,-0.9894,0.5892,FALSE
,exp22,exp24,18.3232,0.001,17.5339,19.1124,TRUE
,exp22,exp3,-0.0985,0.9,-0.8877,0.6908,FALSE
,exp22,exp4,0.0636,0.9,-0.7257,0.8528,FALSE
,exp22,exp5,1.6515,0.001,0.8623,2.4408,TRUE
,exp22,exp6,0.3955,0.9,-0.3938,1.1848,FALSE
,exp22,exp7,-0.1232,0.9,-0.9124,0.6661,FALSE
,exp22,exp8,2.6364,0.001,1.8471,3.4256,TRUE
,exp22,exp9,2.8974,0.001,2.1081,3.6866,TRUE
,exp23,exp24,18.5233,0.001,17.734,19.3125,TRUE
,exp23,exp3,0.1016,0.9,-0.6876,0.8909,FALSE
,exp23,exp4,0.2637,0.9,-0.5256,1.0529,FALSE
,exp23,exp5,1.8516,0.001,1.0624,2.6409,TRUE
,exp23,exp6,0.5956,0.4794,-0.1936,1.3849,FALSE
,exp23,exp7,0.0769,0.9,-0.7123,0.8662,FALSE
,exp23,exp8,2.8365,0.001,2.0472,3.6257,TRUE
,exp23,exp9,3.0975,0.001,2.3082,3.8867,TRUE
,exp24,exp3,-18.4216,0.001,-19.2109,-17.6324,TRUE
,exp24,exp4,-18.2596,0.001,-19.0489,-17.4704,TRUE
,exp24,exp5,-16.6716,0.001,-17.4609,-15.8824,TRUE
,exp24,exp6,-17.9277,0.001,-18.7169,-17.1384,TRUE
,exp24,exp7,-18.4464,0.001,-19.2356,-17.6571,TRUE
,exp24,exp8,-15.6868,0.001,-16.4761,-14.8976,TRUE
,exp24,exp9,-15.4258,0.001,-16.2151,-14.6365,TRUE
,exp3,exp4,0.162,0.9,-0.6272,0.9513,FALSE
,exp3,exp5,1.75,0.001,0.9608,2.5393,TRUE
,exp3,exp6,0.494,0.7926,-0.2953,1.2832,FALSE
,exp3,exp7,-0.0247,0.9,-0.814,0.7645,FALSE
,exp3,exp8,2.7348,0.001,1.9456,3.5241,TRUE
,exp3,exp9,2.9958,0.001,2.2066,3.7851,TRUE
,exp4,exp5,1.588,0.001,0.7987,2.3772,TRUE
,exp4,exp6,0.3319,0.9,-0.4573,1.1212,FALSE
,exp4,exp7,-0.1868,0.9,-0.976,0.6025,FALSE
,exp4,exp8,2.5728,0.001,1.7835,3.3621,TRUE
,exp4,exp9,2.8338,0.001,2.0445,3.6231,TRUE
,exp5,exp6,-1.256,0.001,-2.0453,-0.4668,TRUE
,exp5,exp7,-1.7747,0.001,-2.564,-0.9855,TRUE
,exp5,exp8,0.9848,0.0014,0.1956,1.7741,TRUE
,exp5,exp9,1.2458,0.001,0.4566,2.0351,TRUE
,exp6,exp7,-0.5187,0.7166,-1.308,0.2706,FALSE
,exp6,exp8,2.2409,0.001,1.4516,3.0301,TRUE
,exp6,exp9,2.5019,0.001,1.7126,3.2911,TRUE
,exp7,exp8,2.7596,0.001,1.9703,3.5488,TRUE
,exp7,exp9,3.0206,0.001,2.2313,3.8098,TRUE
,exp8,exp9,0.261,0.9,-0.5283,1.0503,FALSE
